"player_id","player_name","team_name","start_year","end_year","sb_attempts","catcher_stealing_runs","caught_stealing_above_average","n_cs","rate_cs","est_cs_pct","cs_aa_per_throw","seasonal_runner_speed","runner_distance_from_second","pop_time","exchange_time","arm_strength","n_xcs_with_flight_over_xcs","n_xcs_with_exchange_over_xcs","n_xcs_with_accuracy_over_xcs","n_xcs_with_ground_other_over_xcs","n_xcs_with_onfly_other_over_xcs","n_xcs_with_untracked_other_over_xcs"
521692,"Perez, Salvador","KC",2026,2026,19,0.3941791379408757,0.6064294429859627,5,0.26315789473684215,0.23124055563231774,0.03191733910452435,"28.842105263",55.5908731422572,"1.9445","0.604357143","77.059129286",-0.5436513350798653,0.5680109943910243,0.20936354884320907,-0.32468359657813567,0.6975403307750363,-0.0001504993653059487
543309,"Higashioka, Kyle","TEX",2026,2026,35,-2.4203224425841965,-3.7235729885910716,6,0.17142857142857143,0.277816371102602,-0.10638779967403063,"28.428571429",57.279158535513794,"2.031","0.6493","74.163525",-3.024133593765452,0.023105393904719135,-2.2027898809250432,0.851849909049616,0.6283951831450878,0
543510,"McCann, James","AZ",2026,2026,24,-0.5212068452185384,-0.8018566849515973,4,0.16666666666666669,0.2000773618729832,-0.03341069520631656,"28.504166667",54.22736770003866,"1.956882353","0.630705882","77.835107059",-0.4636159995860457,-0.20519169731690448,0.2942721281826858,-1.1897658104774773,0.7624446942461444,0
592663,"Realmuto, J.T.","PHI",2026,2026,50,1.4663868882335087,2.2559798280515517,11,0.22000000000000003,0.174880403438969,0.04511959656103104,"28.702",54.003616123189445,"1.791642857","0.601071429","82.555794286",2.15661725283931,2.565774193393708,-1.3178590459184927,-2.0356218884099726,0.8870693161469998,0
596117,"Stubbs, Garrett","PHI",2026,2026,15,2.3154172123755656,3.56218032673164,6,0.4,0.16252131155122398,0.23747868844877604,"28.486666667",52.657901639616185,"1.8439","0.6112","82.495538",0.4590150762539549,0.3665452175703669,-0.2667496922302619,1.39906851047456,1.6043012146630202,0
620443,"Torrens, Luis","NYM",2026,2026,25,2.513702166445612,3.8672341022240175,9,0.36,0.2053106359110393,0.15468936408896072,"28.68",52.875563730601215,"1.755611111","0.584722222","80.965016667",0.5153775863595832,0.9423058125857542,0.5051859979026496,-0.15081738210476747,2.0551820874807984,0
623168,"Heineman, Tyler","LAA",2026,2026,34,2.12549031464833,3.269985099458969,9,0.2647058823529412,0.16852985001591267,0.0961760323370285,"28.720588235",54.00647616986294,"1.910444444","0.57137037","74.447628519",-2.0070976082675456,2.608680644477679,0.406408032846775,1.8368016265537577,0.5501454783546462,-0.12495307450634235
624431,"Trevino, Jose","CIN",2026,2026,21,0.08753255307739927,0.13466546627292186,4,0.19047619047619052,0.18406354922509893,0.00641264125109154,"28.371428571",55.19575725650645,"1.996375","0.612","74.86003875",-1.2500265164511966,0.5121681185559677,1.4225733964310023,-0.6952093373278845,0.14515980506503307,0
624512,"McGuire, Reese","CWS",2026,2026,13,-1.4739693825704716,-2.2676452039545714,0,0,0.17443424645804395,-0.17443424645804395,"28.6",54.9031865313747,"1.9579","0.4996","76.715398",-0.39311710179273435,1.1208263198290929,0.15829455276754106,-0.75818230509276,-2.395466669665711,0
641555,"Escarra, J.C.","NYY",2026,2026,17,0.4305579572386783,0.6623968572902748,5,0.29411764705882354,0.2551531260417486,0.03896452101707498,"28.7",56.27025867297029,"1.886384615","0.607230769","78.520821538",-0.18645633005369855,0.5709431911912797,0.12415007748514412,0.2831404476226916,-0.12938052895514218,0
641598,"Garver, Mitch","SEA",2026,2026,31,-0.7954358471142663,-1.2237474570988716,6,0.1935483870967742,0.2330241115193184,-0.03947572442254423,"28.403225806",53.74081901290853,"2.003533333","0.6926","76.255168",-0.9180153357847827,-2.6855819709119837,0.980435269319849,0.05635377274481568,2.238754436514326,-0.8956936289810964
641680,"Heim, Jonah","ATH",2026,2026,38,-2.3120941941806796,-3.5570679910472007,5,0.13157894736842105,0.22518599976439999,-0.09360705239597894,"28.594736842",54.138575228915194,"1.88415625","0.6974375","80.032295313",0.38213569902968963,-1.5470862164125045,0.8890271793864143,-0.7195149448103415,-2.5616297082404587,0
656577,"Jackson, Alex","MIN",2026,2026,13,-0.4139628430595446,-0.6368659123992995,2,0.15384615384615383,0.20283583941533073,-0.04898968556917688,"28.592307692",53.4901493839781,"1.838","0.6427","82.676922",0.4974487422153284,0.14291387757913443,-0.013853237030715282,-0.948648412809611,-0.3147268823534359,0
