"fielder_name","player_id","team_name","primary_position","primary_position_name","total_throws","total_throws_1b","total_throws_2b","total_throws_3b","total_throws_ss","total_throws_lf","total_throws_cf","total_throws_rf","total_throws_inf","total_throws_of","max_arm_strength","arm_1b","arm_2b","arm_3b","arm_ss","arm_lf","arm_cf","arm_rf","arm_inf","arm_of","arm_overall"
"Soto, Juan","665742","NA","7","Left Fielder","114","0","0","0","0","114","0","0","0","114","87.7",,,,,"84.8",,,,"84.8","84.8"
"Ruiz, Esteury","665923","NA","7","Left Fielder","109","0","0","0","0","30","44","35","0","109","88.5",,,,,,,,,"81.2","81.2"
"Lowe, Josh","666139","NA","7","Left Fielder","164","0","0","0","0","110","37","17","0","164","91.7",,,,,"87.9",,,,"88","88"
"Moniak, Mickey","666160","NA","7","Left Fielder","148","0","0","0","0","115","18","15","0","148","87.9",,,,,"83.3",,,,"82.5","82.5"
"Gurriel Jr., Lourdes","666971","NA","7","Left Fielder","89","0","0","0","0","89","0","0","0","89","93.6",,,,,"87.5",,,,"87.5","87.5"
"Arozarena, Randy","668227","NA","7","Left Fielder","315","0","0","0","0","315","0","0","0","315","90.7",,,,,"81",,,,"81","81"
"Bleday, JJ","668709","NA","7","Left Fielder","178","0","0","0","0","172","0","6","0","178","98.5",,,,,"88.9",,,,"88.9","88.9"
"Reynolds, Bryan","668804","NA","7","Left Fielder","250","0","0","0","0","202","0","48","0","250","95",,,,,"87.2",,,,"88.8","88.8"
"Marsh, Brandon","669016","NA","7","Left Fielder","286","0","0","0","0","232","33","21","0","286","100.5",,,,,"88.2",,,,"88.8","88.8"
"Teodosio, Bryce","669326","NA","7","Left Fielder","64","0","0","0","0","41","22","1","0","64","91.9",,,,,,,,,"87.1","87.1"
"Schmitt, Casey","669477","NA","7","Left Fielder","250","50","34","63","23","80","0","0","120","80","89.5",,,,,"87.4",,,"86.3","87.4","87.4"
"Call, Alex","669743","NA","7","Left Fielder","80","0","0","0","0","40","14","26","0","80","96.4",,,,,,,,,"87.9","87.9"
"Ramos, Heliot","671218","NA","7","Left Fielder","197","0","0","0","0","175","0","22","0","197","92.6",,,,,"85.5",,,,"85.4","85.4"
"Schneider, Davis","676914","NA","7","Left Fielder","111","0","46","0","0","65","0","0","46","65","88.4",,,,,"82.8",,,,"82.8","82.8"
"Schuemann, Max","680474","NA","7","Left Fielder","90","0","4","0","17","31","16","22","21","69","90.2",,,,,,,,,"84.2","84.2"
"Duran, Jarren","680776","NA","7","Left Fielder","336","0","0","0","0","307","29","0","0","336","92",,,,,"87.1",,,,"87","87"
"Hernández, Heriberto","681715","NA","7","Left Fielder","199","0","0","0","0","186","0","13","0","199","97.2",,,,,"91.2",,,,"91.1","91.1"
"Fry, David","681807","NA","7","Left Fielder","77","3","0","5","0","32","0","37","5","69","100.6",,,,,,,,,"92.2","92.2"
"Martínez, Angel","682657","NA","7","Left Fielder","197","0","0","0","0","105","7","85","0","197","96.8",,,,,"90.7",,"92.4",,"91.7","91.7"
"Piñango, Yohendrick","682818","NA","7","Left Fielder","104","0","0","0","0","78","0","26","0","104","90.4",,,,,"82.5",,,,"82.8","82.8"
"Greene, Riley","682985","NA","7","Left Fielder","231","0","0","0","0","231","0","0","0","231","86.1",,,,,"80.9",,,,"80.9","80.9"
"Meckler, Wade","685133","NA","7","Left Fielder","148","0","0","0","0","135","0","13","0","148","93.8",,,,,"87.4",,,,"87.9","87.9"
"Collins, Isaac","686555","NA","7","Left Fielder","259","0","4","0","0","255","0","0","4","255","91.8",,,,,"83.1",,,,"83.1","83.1"
"Beck, Jordan","687597","NA","7","Left Fielder","84","0","0","0","0","52","0","32","0","84","91.3",,,,,"85",,,,"88.8","88.8"
"Soderstrom, Tyler","691016","NA","7","Left Fielder","282","0","0","0","0","282","0","0","0","282","96",,,,,"91.5",,,,"91.5","91.5"
"Chourio, Jackson","694192","NA","7","Left Fielder","205","0","0","0","0","180","23","2","0","205","94.1",,,,,"88.1",,,,"89","89"
"Troy, Tommy","694371","NA","7","Left Fielder","103","0","0","0","0","66","37","0","0","103","87",,,,,"77.9",,,,"79.8","79.8"
"Loperfido, Joey","694388","NA","7","Left Fielder","78","0","0","0","0","58","16","4","0","78","85.3",,,,,"81.4",,,,"82.1","82.1"
"Langford, Wyatt","694671","NA","7","Left Fielder","212","0","0","0","0","165","47","0","0","212","90",,,,,"85.3",,,,"84.8","84.8"
"Lile, Daylen","695734","NA","7","Left Fielder","168","0","0","0","0","166","0","2","0","168","87.7",,,,,"82.9",,,,"82.9","82.9"
"Osuna, Alejandro","696030","NA","7","Left Fielder","161","0","0","0","0","130","19","12","0","161","88.4",,,,,"84.4",,,,"84.2","84.2"
"Anthony, Roman","701350","NA","7","Left Fielder","56","0","0","0","0","54","0","2","0","56","92.9",,,,,"89.9",,,,"89.9","89.9"
"Simpson, Chandler","802415","NA","7","Left Fielder","322","0","0","0","0","318","4","0","0","322","96.1",,,,,"85",,,,"85","85"
"Antonacci, Sam","803011","NA","7","Left Fielder","242","0","50","0","0","192","0","0","50","192","92.5",,,,,"87.3",,,,"87.3","87.3"
"Trout, Mike","545361","NA","8","Center Fielder","273","0","0","0","0","0","273","0","0","273","93.2",,,,,,"86.9",,,"86.9","86.9"
"Buxton, Byron","621439","NA","8","Center Fielder","190","0","0","0","0","0","190","0","0","190","95.9",,,,,,"85.5",,,"85.5","85.5"
"Siri, Jose","642350","NA","8","Center Fielder","111","0","0","0","0","57","49","5","0","111","95.4",,,,,"92.4",,,,"91.5","91.5"
"Hill, Derek","656537","NA","8","Center Fielder","123","0","0","0","0","3","64","56","0","123","96.3",,,,,,"91","86.7",,"89.8","89.8"
"Mullins, Cedric","656775","NA","8","Center Fielder","296","0","0","0","0","0","296","0","0","296","93.3",,,,,,"83",,,"83","83"
"Thomas, Lane","657041","NA","8","Center Fielder","230","0","0","0","0","33","169","28","0","230","96.8",,,,,,"91.6",,,"92.2","92.2"
"Varsho, Daulton","662139","NA","8","Center Fielder","344","0","0","0","0","1","343","0","0","344","89.7",,,,,,"78.1",,,"78.1","78.1"
"Perkins, Blake","663368","NA","8","Center Fielder","60","0","0","0","0","13","28","19","0","60","97.3",,,,,,,,,"89.9","89.9"
"Grisham, Trent","663757","NA","8","Center Fielder","245","0","0","0","0","0","245","0","0","245","94.5",,,,,,"85.5",,,"85.5","85.5"
"Vierling, Matt","663837","NA","8","Center Fielder","197","0","0","1","0","19","142","35","1","196","87.2",,,,,,"79.8",,,"81.3","81.3"
"Mangum, Jake","663968","NA","8","Center Fielder","225","0","0","0","0","54","146","25","0","225","98.5",,,,,"85.6","86.9",,,"87.4","87.4"
"Bader, Harrison","664056","NA","8","Center Fielder","74","0","0","0","0","0","74","0","0","74","93.1",,,,,,"85.1",,,"85.1","85.1"
"Straw, Myles","664702","NA","8","Center Fielder","207","0","0","0","0","55","88","64","0","207","93.6",,,,,"81.3","88.2","84.3",,"85.6","85.6"
"Isbel, Kyle","664728","NA","8","Center Fielder","170","0","0","0","0","0","170","0","0","170","87.5",,,,,,"81.6",,,"81.6","81.6"
"Taveras, Leody","665750","NA","8","Center Fielder","249","0","0","1","0","0","194","54","1","248","98.2",,,,,,"91.4","89",,"91.1","91.1"
"Cruz, Oneil","665833","NA","8","Center Fielder","170","0","0","0","0","0","170","0","0","170","101.9",,,,,,"97.8",,,"97.8","97.8"
"Trammell, Taylor","666211","NA","8","Center Fielder","145","0","0","0","0","54","84","7","0","145","86.1",,,,,"78","80.9",,,"80.6","80.6"
"Myers, Dane","667472","NA","8","Center Fielder","157","0","0","0","0","0","157","0","0","157","99.1",,,,,,"94.5",,,"94.5","94.5"
"Mitchell, Garrett","669003","NA","8","Center Fielder","313","0","0","0","0","0","313","0","0","313","96",,,,,,"91.2",,,"91.2","91.2"
"Friedl, TJ","670770","NA","8","Center Fielder","183","0","0","0","0","36","147","0","0","183","89.9",,,,,,"82.6",,,"82.7","82.7"
"Harris II, Michael","671739","NA","8","Center Fielder","328","0","0","0","0","7","321","0","0","328","94.7",,,,,,"86.6",,,"86.6","86.6"
"Peters, Tristan","671976","NA","8","Center Fielder","283","0","0","0","0","5","256","22","0","283","90.2",,,,,,"84.7",,,"84.3","84.3"
"Clarke, Denzel","672016","NA","8","Center Fielder","62","0","0","0","0","0","62","0","0","62","91.4",,,,,,"88.9",,,"88.9","88.9"
"Robert Jr., Luis","673357","NA","8","Center Fielder","112","0","0","0","0","0","112","0","0","112","91.7",,,,,,"84.7",,,"84.7","84.7"
"Meyers, Jake","676694","NA","8","Center Fielder","82","0","0","0","0","0","82","0","0","82","88.1",,,,,,"80.7",,,"80.7","80.7"
"Rodríguez, Julio","677594","NA","8","Center Fielder","325","0","0","0","0","0","325","0","0","325","98.5",,,,,,"92.2",,,"92.2","92.2"
"Thomas, Alek","677950","NA","8","Center Fielder","90","0","0","0","0","0","90","0","0","90","86.9",,,,,,"80.9",,,"80.9","80.9"
"Barrosa, Jorge","678489","NA","8","Center Fielder","143","0","0","0","0","22","94","27","0","143","91",,,,,,"82.9",,,"83.3","83.3"
"Rafaela, Ceddanne","678882","NA","8","Center Fielder","368","0","0","0","0","0","368","0","0","368","98.2",,,,,,"92.3",,,"92.3","92.3"
"Kwan, Steven","680757","NA","8","Center Fielder","292","0","0","0","0","154","138","0","0","292","92.4",,,,,"86.7","87.1",,,"86.9","86.9"
"Cowser, Colton","681297","NA","8","Center Fielder","241","0","0","0","0","21","164","56","0","241","97.2",,,,,,"88.6","90.3",,"90.1","90.1"
"Outman, James","681546","NA","8","Center Fielder","128","0","0","0","0","22","95","11","0","128","90.9",,,,,,"85.1",,,"86","86"
"Pages, Andy","681624","NA","8","Center Fielder","364","0","0","0","0","0","364","0","0","364","100.1",,,,,,"94.1",,,"94.1","94.1"
"Jones, Spencer","682987","NA","8","Center Fielder","107","0","0","0","0","16","56","35","0","107","94.4",,,,,,"86.9",,,"90.1","90.1"
"Doyle, Brenton","686668","NA","8","Center Fielder","129","0","0","0","0","0","129","0","0","129","98.9",,,,,,"93.4",,,"93.4","93.4"
"Scott II, Victor","687363","NA","8","Center Fielder","158","0","0","0","0","0","158","0","0","158","91.3",,,,,,"86.7",,,"86.7","86.7"
"Gilbert, Drew","687551","NA","8","Center Fielder","250","0","0","0","0","20","216","14","0","250","93.5",,,,,,"88.1",,,"88.3","88.3"
"Halpin, Petey","690984","NA","8","Center Fielder","97","0","0","0","0","0","88","9","0","97","98.1",,,,,,"96.4",,,"96.1","96.1"
"Crow-Armstrong, Pete","691718","NA","8","Center Fielder","370","0","0","0","0","0","370","0","0","370","101",,,,,,"91.4",,,"91.4","91.4"
"Carrigg, Cole","694249","NA","8","Center Fielder","171","0","0","0","16","0","153","2","16","155","100.9",,,,,,"97.1",,,"97.1","97.1"
"Dunn, Blake","694362","NA","8","Center Fielder","87","0","0","0","0","5","61","21","0","87","94.2",,,,,,"85",,,"85.8","85.8"
"Carter, Evan","694497","NA","8","Center Fielder","242","0","0","0","0","0","242","0","0","242","91.1",,,,,,"86.7",,,"86.7","86.7"
"Matthews, Brice","694728","NA","8","Center Fielder","197","0","60","1","0","45","91","0","61","136","93.8",,,,,,"88.1",,,"89.4","89.4"
"Young, Jacob","696285","NA","8","Center Fielder","267","0","0","0","0","0","267","0","0","267","94.2",,,,,,"86.5",,,"86.5","86.5"
"Merrill, Jackson","701538","NA","8","Center Fielder","231","0","0","0","0","0","231","0","0","231","96.7",,,,,,"90.6",,,"90.6","90.6"
"Church, Nathan","701675","NA","8","Center Fielder","256","0","0","0","0","93","159","4","0","256","97.1",,,,,"90.3","89.9",,,"90.1","90.1"
"Crawford, Justin","702222","NA","8","Center Fielder","282","0","0","0","0","0","282","0","0","282","86.1",,,,,,"81.4",,,"81.4","81.4"
"Bolte, Henry","703607","NA","8","Center Fielder","220","0","0","0","0","0","220","0","0","220","97.2",,,,,,"90.8",,,"90.8","90.8"
"Marsee, Jakob","805300","NA","8","Center Fielder","329","0","0","0","0","0","329","0","0","329","95",,,,,,"88.3",,,"88.3","88.3"
"Ewing, A.J.","805999","NA","8","Center Fielder","199","0","4","0","0","39","151","5","4","195","96.3",,,,,,"91.2",,,"91.5","91.5"
"Waldschmidt, Ryan","814439","NA","8","Center Fielder","174","0","0","0","0","26","148","0","0","174","90.5",,,,,,"85",,,"84.3","84.3"
"Marte, Starling","516782","NA","9","Right Fielder","64","0","0","0","0","14","0","50","0","64","91.4",,,,,,,"83.7",,"84.4","84.4"
"Castellanos, Nick","592206","NA","9","Right Fielder","60","5","0","0","0","10","0","45","0","55","82.1",,,,,,,,,"80.5","80.5"
"Judge, Aaron","592450","NA","9","Right Fielder","148","0","0","0","0","0","0","148","0","148","95.4",,,,,,,"89.6",,"89.6","89.6"
"Nimmo, Brandon","607043","NA","9","Right Fielder","270","0","0","0","0","0","0","270","0","270","91.8",,,,,,,"85.2",,"85.2","85.2"
"Conforto, Michael","624424","NA","9","Right Fielder","79","0","0","0","0","20","0","59","0","79","88.2",,,,,,,"83.9",,"84.4","84.4"
"Fraley, Jake","641584","NA","9","Right Fielder","52","0","0","0","0","0","0","52","0","52","91.9",,,,,,,"88.3",,"88.3","88.3"
"O'Neill, Tyler","641933","NA","9","Right Fielder","99","0","0","0","0","0","0","99","0","99","92.2",,,,,,,"90.7",,"90.7","90.7"
"White, Eli","642201","NA","9","Right Fielder","114","0","0","0","0","34","20","60","0","114","95.3",,,,,,,"89.5",,"88.1","88.1"
"Robles, Victor","645302","NA","9","Right Fielder","121","0","0","0","0","15","60","46","0","121","97.3",,,,,,"89.8",,,"86.9","86.9"
"McKinstry, Zach","656716","NA","9","Right Fielder","385","0","167","13","132","2","6","65","312","73","96.6",,"84.9",,"84.6",,,"90.6","84.9","90.3","90.3"
"O'Hearn, Ryan","656811","NA","9","Right Fielder","190","94","0","0","0","0","0","96","0","96","84.8",,,,,,,"81.3",,"81.3","81.3"
"Acuña Jr., Ronald","660670","NA","9","Right Fielder","182","0","0","0","0","0","0","182","0","182","100.1",,,,,,,"94.9",,"94.9","94.9"
"Sánchez, Jesús","660821","NA","9","Right Fielder","149","0","0","0","0","64","0","85","0","149","97.4",,,,,"87.2",,"88.1",,"88","88"
"Tucker, Kyle","663656","NA","9","Right Fielder","241","0","0","0","0","0","0","241","0","241","92.5",,,,,,,"86.1",,"86.1","86.1"
"Lukes, Nathan","664770","NA","9","Right Fielder","196","0","0","0","0","18","28","150","0","196","95",,,,,,,"90.3",,"90.4","90.4"
"Conine, Griffin","665052","NA","9","Right Fielder","97","7","0","0","0","28","0","62","0","90","91.6",,,,,,,"89.1",,"88.2","88.2"
"Tatis Jr., Fernando","665487","NA","9","Right Fielder","375","0","193","0","0","0","0","182","193","182","100.8",,"87.8",,,,,"92.7","87.8","92.7","92.7"
"Cortes, Carlos","666126","NA","9","Right Fielder","105","0","0","0","0","27","0","78","0","105","91.6",,,,,,,"89.5",,"88.5","88.5"
"Adell, Jo","666176","NA","9","Right Fielder","289","0","0","0","0","13","2","274","0","289","91.8",,,,,,,"86.5",,"86.5","86.5"
"Benson, Will","666181","NA","9","Right Fielder","77","0","0","0","0","8","11","58","0","77","88.6",,,,,,,"86.9",,"86.7","86.7"
"García, Adolis","666969","NA","9","Right Fielder","186","0","0","0","0","0","1","185","0","186","96.8",,,,,,,"92.7",,"92.7","92.7"
"Vilade, Ryan","668723","NA","9","Right Fielder","155","43","10","0","0","33","0","69","10","102","91.3",,,,,,,"88.3",,"86.9","86.9"
"Martin, Austin","668885","NA","9","Right Fielder","227","0","0","0","0","87","16","124","0","227","92.1",,,,,"87.2",,"88.7",,"88.1","88.1"
"Raley, Luke","670042","NA","9","Right Fielder","213","0","0","0","0","5","26","182","0","213","97.9",,,,,,,"89",,"88.7","88.7"
"Wallner, Matt","670242","NA","9","Right Fielder","94","0","0","0","0","0","0","94","0","94","99.3",,,,,,,"94.5",,"94.5","94.5"
"Freeman, Tyler","671289","NA","9","Right Fielder","196","0","42","0","0","0","2","152","42","154","95.2",,,,,,,"90.9",,"90.9","90.9"
"Butler, Lawrence","671732","NA","9","Right Fielder","248","0","0","0","0","0","76","172","0","248","91.3",,,,,,"83","86",,"85.2","85.2"
"Pérez, Wenceel","672761","NA","9","Right Fielder","127","0","0","0","0","0","25","102","0","127","85.8",,,,,,,"83.3",,"83.5","83.5"
"Suzuki, Seiya","673548","NA","9","Right Fielder","211","0","0","0","0","0","0","211","0","211","94.5",,,,,,,"89.7",,"89.7","89.7"
"DeLuca, Jonny","676356","NA","9","Right Fielder","190","0","0","0","0","1","69","120","0","190","92.9",,,,,,"87.5","89.8",,"89.2","89.2"
"Pereira, Everson","677592","NA","9","Right Fielder","66","0","0","0","0","12","10","44","0","66","93.5",,,,,,,,,"91.7","91.7"
"Abreu, Wilyer","677800","NA","9","Right Fielder","341","0","0","0","0","0","0","341","0","341","99.9",,,,,,,"95.7",,"95.7","95.7"
"Carpenter, Kerry","681481","NA","9","Right Fielder","101","0","0","0","0","7","0","94","0","101","94.2",,,,,,,"86.1",,"85.8","85.8"
"Marte, Noelvi","682622","NA","9","Right Fielder","102","0","0","0","0","0","4","98","0","102","97",,,,,,,"93.3",,"93","93"
"Carroll, Corbin","682998","NA","9","Right Fielder","325","0","0","0","0","0","0","325","0","325","87.2",,,,,,,"83.4",,"83.4","83.4"
"Caissie, Owen","683357","NA","9","Right Fielder","167","0","0","0","0","0","0","167","0","167","92.2",,,,,,,"89.5",,"89.5","89.5"
"Mesa Jr., Victor","683748","NA","9","Right Fielder","139","0","0","0","0","13","7","119","0","139","95.6",,,,,,,"93",,"93","93"
"Frelick, Sal","686217","NA","9","Right Fielder","214","0","0","0","0","0","0","214","0","214","90.4",,,,,,,"84",,"84","84"
"Crews, Dylan","686611","NA","9","Right Fielder","170","0","0","0","0","14","58","98","0","170","91.6",,,,,,"87.2","81.3",,"84.1","84.1"
"Rincones Jr., Gabriel","687282","NA","9","Right Fielder","62","0","0","0","0","0","0","62","0","62","91.6",,,,,,,"85.5",,"85.5","85.5"
"Thomas, Colby","687515","NA","9","Right Fielder","79","0","0","0","0","28","0","51","0","79","92.8",,,,,,,"88.5",,"88.5","88.5"
"Beavers, Dylan","687637","NA","9","Right Fielder","127","0","0","0","0","47","16","64","0","127","92.6",,,,,,,"89.5",,"89","89"
"Bowen, Jase","687749","NA","9","Right Fielder","64","0","0","0","0","21","3","40","0","64","94",,,,,,,,,"88.5","88.5"
"Johnston, Troy","687859","NA","9","Right Fielder","259","65","0","0","0","70","0","124","0","194","85.9",,,,,"82.9",,"81.7",,"82.1","82.1"
"Walker, Jordan","691023","NA","9","Right Fielder","299","0","0","0","0","0","0","299","0","299","102",,,,,,,"96",,"96","96"
"Domínguez, Jasson","691176","NA","9","Right Fielder","94","0","0","0","0","1","0","93","0","94","97.2",,,,,,,"93.3",,"93.3","93.3"
"Caglianone, Jac","695506","NA","9","Right Fielder","289","120","0","0","0","0","0","169","0","169","102.7","87.9",,,,,,"98.7",,"98.7","98.7"
"Wood, James","695578","NA","9","Right Fielder","169","0","0","0","0","25","0","144","0","169","95.7",,,,,,,"85.7",,"86.4","86.4"
"Montgomery, Braden","695731","NA","9","Right Fielder","161","0","0","0","0","0","0","161","0","161","93.3",,,,,,,"89.8",,"89.8","89.8"
"Watson, Kahlil","696135","NA","9","Right Fielder","61","0","0","0","0","0","23","38","0","61","97.2",,,,,,,,,"88.1","88.1"
"Valdez, Esmerlyn","699013","NA","9","Right Fielder","122","1","0","0","0","17","0","104","0","121","90.8",,,,,,,"87.8",,"87.2","87.2"
"Smith, Cam","701358","NA","9","Right Fielder","314","0","0","0","0","0","2","312","0","314","97.1",,,,,,,"89.2",,"89.2","89.2"
"Benge, Carson","701807","NA","9","Right Fielder","348","0","0","0","0","52","33","263","0","348","101.6",,,,,"92.4",,"96",,"95.4","95.4"
"Roden, Alan","702176","NA","9","Right Fielder","51","0","0","0","0","0","0","51","0","51","89.2",,,,,,,"88",,"88","88"
"DeLauter, Chase","800050","NA","9","Right Fielder","154","0","0","0","0","0","0","154","0","154","90.9",,,,,,,"86.8",,"86.8","86.8"
"Lara, Luis","800325","NA","9","Right Fielder","57","0","0","0","0","2","3","52","0","57","89.2",,,,,,,"84.9",,"85.4","85.4"
"Shaw, Matt","807713","NA","9","Right Fielder","89","6","17","13","0","1","3","49","30","53","90",,,,,,,,,"83.3","83.3"
"Lee, Jung Hoo","808982","NA","9","Right Fielder","300","0","0","0","0","0","40","260","0","300","95.4",,,,,,,"91.2",,"90.5","90.5"
"Suárez, Eugenio","553993","NA","10","Designated Hitter","76","0","0","76","0","0","0","0","76","0","81.7",,,"80.1",,,,,"80.1",,"80.1"
"Alvarez, Yordan","670541","NA","10","Designated Hitter","54","0","0","0","0","54","0","0","0","54","88.2",,,,,"83.3",,,,"83.3","83.3"
"Canzone, Dominic","686527","NA","10","Designated Hitter","65","0","0","0","0","0","0","65","0","65","93.4",,,,,,,"90.8",,"90.8","90.8"
"Rice, Ben","700250","NA","10","Designated Hitter","208","208","0","0","0","0","0","0","0","0","65.2","64.1",,,,,,,,,"64.1"
