"fielder_name","player_id","team_name","primary_position","primary_position_name","total_throws","total_throws_1b","total_throws_2b","total_throws_3b","total_throws_ss","total_throws_lf","total_throws_cf","total_throws_rf","total_throws_inf","total_throws_of","max_arm_strength","arm_1b","arm_2b","arm_3b","arm_ss","arm_lf","arm_cf","arm_rf","arm_inf","arm_of","arm_overall"
"Call, Alex","669743","NA","7","Left Fielder","71","0","0","0","0","32","13","26","0","71","93.3",,,,,,,,,"86.1","86.1"
"Ramos, Heliot","671218","NA","7","Left Fielder","159","0","0","0","0","137","0","22","0","159","92.6",,,,,"86.3",,,,"86.2","86.2"
"Schneider, Davis","676914","NA","7","Left Fielder","95","0","41","0","0","54","0","0","41","54","88.4",,,,,"83.6",,,,"83.6","83.6"
"Schuemann, Max","680474","NA","7","Left Fielder","81","0","4","0","17","22","16","22","21","60","90.2",,,,,,,,,"84.8","84.8"
"Duran, Jarren","680776","NA","7","Left Fielder","268","0","0","0","0","239","29","0","0","268","91.7",,,,,"86.9",,,,"86.8","86.8"
"Hernández, Heriberto","681715","NA","7","Left Fielder","141","0","0","0","0","128","0","13","0","141","97.2",,,,,"89.6",,,,"89.3","89.3"
"Martínez, Angel","682657","NA","7","Left Fielder","161","0","0","0","0","92","7","62","0","161","96.8",,,,,"90.5",,"92.3",,"91.6","91.6"
"Piñango, Yohendrick","682818","NA","7","Left Fielder","94","0","0","0","0","70","0","24","0","94","90.4",,,,,"82.8",,,,"82.7","82.7"
"Greene, Riley","682985","NA","7","Left Fielder","206","0","0","0","0","206","0","0","0","206","86.1",,,,,"81.4",,,,"81.4","81.4"
"Meckler, Wade","685133","NA","7","Left Fielder","110","0","0","0","0","106","0","4","0","110","93.8",,,,,"88.7",,,,"88.7","88.7"
"Collins, Isaac","686555","NA","7","Left Fielder","222","0","4","0","0","218","0","0","4","218","91.8",,,,,"82.4",,,,"82.4","82.4"
"Beck, Jordan","687597","NA","7","Left Fielder","71","0","0","0","0","51","0","20","0","71","91.3",,,,,"84.2",,,,"89.1","89.1"
"Soderstrom, Tyler","691016","NA","7","Left Fielder","243","0","0","0","0","243","0","0","0","243","96",,,,,"91",,,,"91","91"
"Chourio, Jackson","694192","NA","7","Left Fielder","151","0","0","0","0","126","23","2","0","151","94.1",,,,,"87.8",,,,"89.1","89.1"
"Troy, Tommy","694371","NA","7","Left Fielder","103","0","0","0","0","66","37","0","0","103","87",,,,,"77.9",,,,"79.8","79.8"
"Tawa, Tim","694374","NA","7","Left Fielder","88","24","2","8","0","42","12","0","10","54","85.8",,,,,,,,,"83.6","83.6"
"Loperfido, Joey","694388","NA","7","Left Fielder","78","0","0","0","0","58","16","4","0","78","85.3",,,,,"81.4",,,,"82.1","82.1"
"Langford, Wyatt","694671","NA","7","Left Fielder","155","0","0","0","0","108","47","0","0","155","88.7",,,,,"84.6",,,,"84.2","84.2"
"Lile, Daylen","695734","NA","7","Left Fielder","152","0","0","0","0","150","0","2","0","152","87.7",,,,,"83",,,,"82.9","82.9"
"Osuna, Alejandro","696030","NA","7","Left Fielder","147","0","0","0","0","121","19","7","0","147","88.4",,,,,"84",,,,"84.2","84.2"
"Anthony, Roman","701350","NA","7","Left Fielder","56","0","0","0","0","54","0","2","0","56","92.9",,,,,"89.9",,,,"89.9","89.9"
"Simpson, Chandler","802415","NA","7","Left Fielder","273","0","0","0","0","269","4","0","0","273","96.1",,,,,"85.8",,,,"85.8","85.8"
"Antonacci, Sam","803011","NA","7","Left Fielder","191","0","40","0","0","151","0","0","40","151","92.5",,,,,"87.4",,,,"87.4","87.4"
"Trout, Mike","545361","NA","8","Center Fielder","226","0","0","0","0","0","226","0","0","226","93.2",,,,,,"87",,,"87","87"
"Taylor, Tyrone","621438","NA","8","Center Fielder","116","0","0","0","0","45","41","30","0","116","94.3",,,,,,,,,"89.8","89.8"
"Buxton, Byron","621439","NA","8","Center Fielder","176","0","0","0","0","0","176","0","0","176","95.9",,,,,,"83.7",,,"83.7","83.7"
"Siri, Jose","642350","NA","8","Center Fielder","65","0","0","0","0","23","37","5","0","65","95.4",,,,,,,,,"92.4","92.4"
"Hill, Derek","656537","NA","8","Center Fielder","107","0","0","0","0","3","52","52","0","107","92.4",,,,,,"86.4","86.7",,"87.3","87.3"
"Mullins, Cedric","656775","NA","8","Center Fielder","243","0","0","0","0","0","243","0","0","243","89.8",,,,,,"82.7",,,"82.7","82.7"
"Thomas, Lane","657041","NA","8","Center Fielder","201","0","0","0","0","28","146","27","0","201","96.8",,,,,,"91.2",,,"92","92"
"Varsho, Daulton","662139","NA","8","Center Fielder","285","0","0","0","0","0","285","0","0","285","89.7",,,,,,"77.8",,,"77.8","77.8"
"Perkins, Blake","663368","NA","8","Center Fielder","59","0","0","0","0","13","27","19","0","59","97.3",,,,,,,,,"89.9","89.9"
"Grisham, Trent","663757","NA","8","Center Fielder","208","0","0","0","0","0","208","0","0","208","94.5",,,,,,"84.5",,,"84.5","84.5"
"Vierling, Matt","663837","NA","8","Center Fielder","183","0","0","1","0","12","137","33","1","182","87.2",,,,,,"79.9",,,"81.1","81.1"
"Mangum, Jake","663968","NA","8","Center Fielder","158","0","0","0","0","48","85","25","0","158","98.5",,,,,,"86.5",,,"87.5","87.5"
"Bader, Harrison","664056","NA","8","Center Fielder","74","0","0","0","0","0","74","0","0","74","93.1",,,,,,"85.1",,,"85.1","85.1"
"Straw, Myles","664702","NA","8","Center Fielder","165","0","0","0","0","38","77","50","0","165","93.6",,,,,,"86.9","86.5",,"86.1","86.1"
"Isbel, Kyle","664728","NA","8","Center Fielder","148","0","0","0","0","0","148","0","0","148","87.5",,,,,,"81.3",,,"81.3","81.3"
"McCarthy, Jake","664983","NA","8","Center Fielder","300","0","0","0","0","100","173","27","0","300","83.4",,,,,"78.8","78",,,"78.5","78.5"
"Taveras, Leody","665750","NA","8","Center Fielder","214","0","0","1","0","0","175","38","1","213","98.2",,,,,,"91.2",,,"90.9","90.9"
"Cruz, Oneil","665833","NA","8","Center Fielder","170","0","0","0","0","0","170","0","0","170","101.9",,,,,,"97.8",,,"97.8","97.8"
"Trammell, Taylor","666211","NA","8","Center Fielder","96","0","0","0","0","26","68","2","0","96","86.1",,,,,,"80.7",,,"80.9","80.9"
"Myers, Dane","667472","NA","8","Center Fielder","94","0","0","0","0","0","94","0","0","94","99.1",,,,,,"95.4",,,"95.4","95.4"
"Mitchell, Garrett","669003","NA","8","Center Fielder","256","0","0","0","0","0","256","0","0","256","96",,,,,,"91.9",,,"91.9","91.9"
"Friedl, TJ","670770","NA","8","Center Fielder","170","0","0","0","0","32","138","0","0","170","89.9",,,,,,"82.9",,,"83.2","83.2"
"Harris II, Michael","671739","NA","8","Center Fielder","254","0","0","0","0","7","247","0","0","254","94",,,,,,"84.9",,,"84.7","84.7"
"Peters, Tristan","671976","NA","8","Center Fielder","224","0","0","0","0","4","198","22","0","224","90.2",,,,,,"84.9",,,"84.4","84.4"
"Clarke, Denzel","672016","NA","8","Center Fielder","62","0","0","0","0","0","62","0","0","62","91.4",,,,,,"88.9",,,"88.9","88.9"
"Robert Jr., Luis","673357","NA","8","Center Fielder","84","0","0","0","0","0","84","0","0","84","91.7",,,,,,"85.2",,,"85.2","85.2"
"Meyers, Jake","676694","NA","8","Center Fielder","82","0","0","0","0","0","82","0","0","82","88.1",,,,,,"80.7",,,"80.7","80.7"
"Rodríguez, Julio","677594","NA","8","Center Fielder","276","0","0","0","0","0","276","0","0","276","98.5",,,,,,"92.9",,,"92.9","92.9"
"Thomas, Alek","677950","NA","8","Center Fielder","90","0","0","0","0","0","90","0","0","90","86.9",,,,,,"80.9",,,"80.9","80.9"
"Barrosa, Jorge","678489","NA","8","Center Fielder","122","0","0","0","0","22","74","26","0","122","91",,,,,,"83.5",,,"83.7","83.7"
"Rafaela, Ceddanne","678882","NA","8","Center Fielder","296","0","0","0","0","0","296","0","0","296","97.5",,,,,,"91.9",,,"91.9","91.9"
"Kwan, Steven","680757","NA","8","Center Fielder","252","0","0","0","0","134","118","0","0","252","92.4",,,,,"86.4","87.5",,,"86.9","86.9"
"Cowser, Colton","681297","NA","8","Center Fielder","196","0","0","0","0","21","119","56","0","196","97.2",,,,,,"88.6","90.3",,"90.4","90.4"
"Outman, James","681546","NA","8","Center Fielder","110","0","0","0","0","19","82","9","0","110","90.9",,,,,,"85.6",,,"86.5","86.5"
"Pages, Andy","681624","NA","8","Center Fielder","295","0","0","0","0","0","295","0","0","295","98.8",,,,,,"93.8",,,"93.8","93.8"
"Jones, Spencer","682987","NA","8","Center Fielder","69","0","0","0","0","0","50","19","0","69","93.6",,,,,,"86.8",,,"88.3","88.3"
"Doyle, Brenton","686668","NA","8","Center Fielder","106","0","0","0","0","0","106","0","0","106","98.9",,,,,,"92.7",,,"92.7","92.7"
"Scott II, Victor","687363","NA","8","Center Fielder","158","0","0","0","0","0","158","0","0","158","91.3",,,,,,"86.7",,,"86.7","86.7"
"Gilbert, Drew","687551","NA","8","Center Fielder","211","0","0","0","0","20","177","14","0","211","93.5",,,,,,"88.1",,,"88.1","88.1"
"Halpin, Petey","690984","NA","8","Center Fielder","59","0","0","0","0","0","50","9","0","59","98.1",,,,,,"97",,,"96.7","96.7"
"Crow-Armstrong, Pete","691718","NA","8","Center Fielder","327","0","0","0","0","0","327","0","0","327","101",,,,,,"91.5",,,"91.5","91.5"
"Carrigg, Cole","694249","NA","8","Center Fielder","96","0","0","0","2","0","94","0","2","94","100.9",,,,,,"97.8",,,"97.8","97.8"
"Dunn, Blake","694362","NA","8","Center Fielder","87","0","0","0","0","5","61","21","0","87","94.2",,,,,,"85",,,"85.8","85.8"
"Carter, Evan","694497","NA","8","Center Fielder","195","0","0","0","0","0","195","0","0","195","91.1",,,,,,"85.9",,,"85.9","85.9"
"Matthews, Brice","694728","NA","8","Center Fielder","197","0","60","1","0","45","91","0","61","136","93.8",,,,,,"88.1",,,"89.4","89.4"
"Young, Jacob","696285","NA","8","Center Fielder","221","0","0","0","0","0","221","0","0","221","94.2",,,,,,"86.4",,,"86.4","86.4"
"Merrill, Jackson","701538","NA","8","Center Fielder","198","0","0","0","0","0","198","0","0","198","96.7",,,,,,"90.6",,,"90.6","90.6"
"Church, Nathan","701675","NA","8","Center Fielder","203","0","0","0","0","93","106","4","0","203","97.1",,,,,"90.3","90.1",,,"90.3","90.3"
"Crawford, Justin","702222","NA","8","Center Fielder","238","0","0","0","0","0","238","0","0","238","85.9",,,,,,"80.9",,,"80.9","80.9"
"Bolte, Henry","703607","NA","8","Center Fielder","161","0","0","0","0","0","161","0","0","161","97.2",,,,,,"90.3",,,"90.3","90.3"
"Marsee, Jakob","805300","NA","8","Center Fielder","284","0","0","0","0","0","284","0","0","284","95",,,,,,"88.5",,,"88.5","88.5"
"Ewing, A.J.","805999","NA","8","Center Fielder","145","0","4","0","0","0","137","4","4","141","96.3",,,,,,"90.9",,,"91.5","91.5"
"Waldschmidt, Ryan","814439","NA","8","Center Fielder","123","0","0","0","0","17","106","0","0","123","90.5",,,,,,"85.9",,,"85.1","85.1"
"Castellanos, Nick","592206","NA","9","Right Fielder","60","5","0","0","0","10","0","45","0","55","82.1",,,,,,,,,"80.5","80.5"
"Judge, Aaron","592450","NA","9","Right Fielder","148","0","0","0","0","0","0","148","0","148","95.4",,,,,,,"89.6",,"89.6","89.6"
"Nimmo, Brandon","607043","NA","9","Right Fielder","219","0","0","0","0","0","0","219","0","219","91.8",,,,,,,"85.1",,"85.1","85.1"
"Conforto, Michael","624424","NA","9","Right Fielder","62","0","0","0","0","18","0","44","0","62","88.2",,,,,,,,,"84.5","84.5"
"Fraley, Jake","641584","NA","9","Right Fielder","52","0","0","0","0","0","0","52","0","52","91.9",,,,,,,"88.3",,"88.3","88.3"
"O'Neill, Tyler","641933","NA","9","Right Fielder","84","0","0","0","0","0","0","84","0","84","92.2",,,,,,,"89.6",,"89.6","89.6"
"White, Eli","642201","NA","9","Right Fielder","102","0","0","0","0","32","20","50","0","102","95.3",,,,,,,"90.7",,"88.7","88.7"
"Robles, Victor","645302","NA","9","Right Fielder","111","0","0","0","0","15","56","40","0","111","97.3",,,,,,"89.1",,,"86.7","86.7"
"O'Hearn, Ryan","656811","NA","9","Right Fielder","177","81","0","0","0","0","0","96","0","96","84.8",,,,,,,"81.3",,"81.3","81.3"
"Acuña Jr., Ronald","660670","NA","9","Right Fielder","141","0","0","0","0","0","0","141","0","141","97.8",,,,,,,"93.6",,"93.6","93.6"
"Sánchez, Jesús","660821","NA","9","Right Fielder","132","0","0","0","0","47","0","85","0","132","97.4",,,,,,,"88.1",,"87.5","87.5"
"Tucker, Kyle","663656","NA","9","Right Fielder","210","0","0","0","0","0","0","210","0","210","92.5",,,,,,,"86.3",,"86.3","86.3"
"Lukes, Nathan","664770","NA","9","Right Fielder","150","0","0","0","0","16","28","106","0","150","95",,,,,,,"90",,"89.9","89.9"
"Tatis Jr., Fernando","665487","NA","9","Right Fielder","346","0","191","0","0","0","0","155","191","155","100.8",,"87.5",,,,,"93","87.5","93","93"
"Cortes, Carlos","666126","NA","9","Right Fielder","87","0","0","0","0","18","0","69","0","87","91.6",,,,,,,"89.3",,"88.7","88.7"
"Adell, Jo","666176","NA","9","Right Fielder","257","0","0","0","0","12","2","243","0","257","91.8",,,,,,,"86.8",,"86.8","86.8"
"Benson, Will","666181","NA","9","Right Fielder","77","0","0","0","0","8","11","58","0","77","88.6",,,,,,,"86.9",,"86.7","86.7"
"García, Adolis","666969","NA","9","Right Fielder","186","0","0","0","0","0","1","185","0","186","96.8",,,,,,,"92.7",,"92.7","92.7"
"Vilade, Ryan","668723","NA","9","Right Fielder","134","36","3","0","0","33","0","62","3","95","91.3",,,,,,,"88.3",,"87.2","87.2"
"Martin, Austin","668885","NA","9","Right Fielder","200","0","0","0","0","68","16","116","0","200","92.1",,,,,"87.5",,"88.2",,"87.9","87.9"
"Raley, Luke","670042","NA","9","Right Fielder","200","0","0","0","0","5","17","178","0","200","97.9",,,,,,,"89",,"88.8","88.8"
"Wallner, Matt","670242","NA","9","Right Fielder","94","0","0","0","0","0","0","94","0","94","99.3",,,,,,,"94.5",,"94.5","94.5"
"Freeman, Tyler","671289","NA","9","Right Fielder","169","0","32","0","0","0","2","135","32","137","95.2",,,,,,,"91.4",,"91.4","91.4"
"Butler, Lawrence","671732","NA","9","Right Fielder","194","0","0","0","0","0","68","126","0","194","91.3",,,,,,"82.3","85.2",,"84.2","84.2"
"Pérez, Wenceel","672761","NA","9","Right Fielder","127","0","0","0","0","0","25","102","0","127","85.8",,,,,,,"83.3",,"83.5","83.5"
"Suzuki, Seiya","673548","NA","9","Right Fielder","166","0","0","0","0","0","0","166","0","166","94.5",,,,,,,"89.8",,"89.8","89.8"
"DeLuca, Jonny","676356","NA","9","Right Fielder","158","0","0","0","0","0","51","107","0","158","92.9",,,,,,"83.4","90.1",,"89.3","89.3"
"Abreu, Wilyer","677800","NA","9","Right Fielder","294","0","0","0","0","0","0","294","0","294","99.9",,,,,,,"95.6",,"95.6","95.6"
"Carpenter, Kerry","681481","NA","9","Right Fielder","95","0","0","0","0","7","0","88","0","95","94.2",,,,,,,"86.5",,"86.1","86.1"
"Marte, Noelvi","682622","NA","9","Right Fielder","75","0","0","0","0","0","4","71","0","75","97",,,,,,,"94.2",,"94.2","94.2"
"Carroll, Corbin","682998","NA","9","Right Fielder","259","0","0","0","0","0","0","259","0","259","86.9",,,,,,,"82.7",,"82.7","82.7"
"Caissie, Owen","683357","NA","9","Right Fielder","153","0","0","0","0","0","0","153","0","153","92.2",,,,,,,"89.7",,"89.7","89.7"
"Mesa Jr., Victor","683748","NA","9","Right Fielder","94","0","0","0","0","13","7","74","0","94","95.6",,,,,,,"91.7",,"91.9","91.9"
"Frelick, Sal","686217","NA","9","Right Fielder","214","0","0","0","0","0","0","214","0","214","90.4",,,,,,,"84",,"84","84"
"Crews, Dylan","686611","NA","9","Right Fielder","137","0","0","0","0","11","52","74","0","137","91.6",,,,,,"87.2","82",,"85.3","85.3"
"Rincones Jr., Gabriel","687282","NA","9","Right Fielder","57","0","0","0","0","0","0","57","0","57","91.6",,,,,,,"86.1",,"86.1","86.1"
"Thomas, Colby","687515","NA","9","Right Fielder","72","0","0","0","0","27","0","45","0","72","90.3",,,,,,,,,"87.6","87.6"
"Beavers, Dylan","687637","NA","9","Right Fielder","91","0","0","0","0","19","15","57","0","91","92.6",,,,,,,"89.9",,"89","89"
"Johnston, Troy","687859","NA","9","Right Fielder","235","58","0","0","0","70","0","107","0","177","85.9",,,,,"82.9",,"82.2",,"82.5","82.5"
"Walker, Jordan","691023","NA","9","Right Fielder","242","0","0","0","0","0","0","242","0","242","102",,,,,,,"96.4",,"96.4","96.4"
"Domínguez, Jasson","691176","NA","9","Right Fielder","68","0","0","0","0","1","0","67","0","68","97.2",,,,,,,"92.9",,"92.9","92.9"
"Caglianone, Jac","695506","NA","9","Right Fielder","216","69","0","0","0","0","0","147","0","147","102.7",,,,,,,"98.3",,"98.3","98.3"
"Wood, James","695578","NA","9","Right Fielder","153","0","0","0","0","25","0","128","0","153","95.7",,,,,,,"86",,"86.5","86.5"
"Montgomery, Braden","695731","NA","9","Right Fielder","90","0","0","0","0","0","0","90","0","90","93.3",,,,,,,"90.6",,"90.6","90.6"
"Watson, Kahlil","696135","NA","9","Right Fielder","61","0","0","0","0","0","23","38","0","61","97.2",,,,,,,,,"88.1","88.1"
"Valdez, Esmerlyn","699013","NA","9","Right Fielder","76","0","0","0","0","9","0","67","0","76","87.8",,,,,,,"86.5",,"86.2","86.2"
"Smith, Cam","701358","NA","9","Right Fielder","279","0","0","0","0","0","2","277","0","279","97.1",,,,,,,"89",,"89","89"
"Benge, Carson","701807","NA","9","Right Fielder","291","0","0","0","0","48","33","210","0","291","101.6",,,,,,,"95.4",,"94.6","94.6"
"DeLauter, Chase","800050","NA","9","Right Fielder","137","0","0","0","0","0","0","137","0","137","90.6",,,,,,,"86.1",,"86.1","86.1"
"Shaw, Matt","807713","NA","9","Right Fielder","89","6","17","13","0","1","3","49","30","53","90",,,,,,,,,"83.3","83.3"
"Lee, Jung Hoo","808982","NA","9","Right Fielder","251","0","0","0","0","0","40","211","0","251","95.4",,,,,,,"90.3",,"89.5","89.5"
"Fry, David","681807","NA","10","Designated Hitter","72","3","0","5","0","27","0","37","5","64","100.6",,,,,,,,,"91.4","91.4"
