"name","id","total_runs","inf_of_runs","range_runs","arm_runs","dp_runs","catching_runs","framing_runs","throwing_runs","blocking_runs","outs_total","outs_2","outs_3","outs_4","outs_5","outs_6","outs_7","outs_8","outs_9"
"Torrens, Luis",620443,8.381632863735073,,,,,8.381632863735073,5.09447926468112,2.8333866868076485,0.4537669122463038,1307,1303,3,0,0,0,0,0,0
"Arraez, Luis",650333,8.009688675602515,8.009688675602515,7.246866094489491,0.3193156106492778,0.4435069704637431,,,,,2411,0,0,2405,6,0,0,0,0
"Peters, Tristan",671976,7.965476260719881,7.965476260719881,7.727699492935317,0.23777676778456883,,,,,,2041,0,0,0,0,0,48,1789,204
"Harris II, Michael",671739,7.790553367253019,7.790553367253019,7.240609545889113,0.5499438213639017,,,,,,2171,0,0,0,0,0,48,2123,0
"Perdomo, Geraldo",672695,7.672876972747851,7.672876972747851,7.619632036511701,0.011915912653876074,0.04132902358227493,,,,,2510,0,0,0,0,2510,0,0,0
"Bogaerts, Xander",593428,7.6644824569096475,7.6644824569096475,5.60809335362981,0.10381066971886758,1.9525784335609717,,,,,2430,0,0,0,0,2430,0,0,0
"Duran, Ezequiel",677649,7.245740172598874,7.245740172598874,7.184320178589003,-0.038250804872097394,0.0996707988819665,,,,,2221,0,30,486,283,969,240,6,207
"Ortiz, Joey",687401,7.116137853632646,7.116137853632646,6.862005245445761,-0.20874351078143075,0.46287611896832137,,,,,1820,0,0,6,469,1345,0,0,0
"Lowe, Brandon",664040,7.09653899638713,7.09653899638713,6.58764882713073,,0.5088901692563967,,,,,2244,0,0,2244,0,0,0,0,0
"Swanson, Dansby",621020,7.0627812536612415,7.0627812536612415,7.356672792452512,0.17680518250523786,-0.47069672129650836,,,,,2470,0,0,0,0,2470,0,0,0
"Wilson, Jacob",805779,6.5116244944313495,6.5116244944313495,6.0941202179815575,0.02847754315972784,0.3890267332900618,,,,,1551,0,0,0,0,1551,0,0,0
"Mullins, Cedric",656775,6.202712296648797,6.202712296648797,5.8432761710701255,0.3594361255786718,,,,,,2121,0,0,0,0,0,0,2121,0
"Kwan, Steven",680757,6.134334862947995,6.134334862947995,5.8061383699553,0.32819649299269005,,,,,,2339,0,0,0,0,0,1163,1176,0
"Bellinger, Cody",641355,6.03472978149618,6.03472978149618,4.868550681390222,1.1661791001059572,,,,,,2552,0,38,0,0,0,2145,321,48
"Narváez, Carlos",665966,6.005980073152757,,,,,6.005980073152757,4.290958037112724,0.16966517488970956,1.5453568611503214,1338,1338,0,0,0,0,0,0,0
"Mack, Joe",691788,5.999224482815551,,,,,5.999224482815551,3.288333834316185,2.7605703902486187,-0.04967974174925016,1309,1309,0,0,0,0,0,0,0
"Dubón, Mauricio",643289,5.96471713041381,5.96471713041381,4.576136852758524,2.0680695246095104,-0.6794892469542312,,,,,2468,0,0,0,54,794,1281,339,0
"Schneemann, Daniel",682177,5.831799777181353,5.831799777181353,5.7234809761643906,0.31973671966687744,-0.211417918649916,,,,,1769,0,0,267,728,132,3,636,3
"Cowser, Colton",681297,5.78823194156191,5.78823194156191,5.259735370138581,0.5284965714233288,,,,,,1579,0,0,0,0,0,161,922,496
"Duran, Jarren",680776,5.468486822899351,5.468486822899351,6.561617728049543,-1.0931309051501887,,,,,,2148,0,0,0,0,0,1965,183,0
"Matthews, Brice",694728,5.383239026598933,5.383239026598933,4.409356395025882,0.7584747515401138,0.21540788003293543,,,,,1551,0,0,327,27,0,429,768,0
"Merrill, Jackson",701538,5.335351980627647,5.335351980627647,1.3779705353783733,3.9573814452492746,,,,,,2526,0,0,0,0,0,0,2526,0
"Abreu, Wilyer",677800,5.233071843581374,5.233071843581374,4.59959498379511,0.6334768597862618,,,,,,2554,0,0,0,0,0,0,0,2554
"Carter, Evan",694497,5.215838133828626,5.215838133828626,6.485661509414979,-1.269823375586356,,,,,,1832,0,0,0,0,0,0,1832,0
"Chapman, Matt",656305,5.155247951155438,5.155247951155438,2.9424244818481804,,2.2128234693072573,,,,,2156,0,0,0,2156,0,0,0,0
"Betts, Mookie",605141,5.087603694312805,5.087603694312805,4.211004285297644,0.24805462524412167,0.6285447837710415,,,,,1645,0,0,0,0,1645,0,0,0
"Simpson, Chandler",802415,4.980717467357828,4.980717467357828,6.415839772693663,-1.4351223053358353,,,,,,2292,0,0,0,0,0,2244,48,0
"Garcia, Maikel",672580,4.974222041784809,4.974222041784809,4.255069667755715,0.009529421063389786,0.7096229529657041,,,,,1683,0,0,0,1620,63,0,0,0
"Massey, Michael",686681,4.958023386165063,4.958023386165063,5.079951601712706,-0.11684876163239315,-0.005079453915251858,,,,,1788,0,0,1719,6,0,60,0,3
"Moreno, Gabriel",672515,4.945679675967684,,,,,4.945679675967684,2.74160353360394,1.2598218986574095,0.944254243706332,1577,1577,0,0,0,0,0,0,0
"De La Cruz, Elly",682829,4.927395554123288,4.927395554123288,4.9187315596454795,0.005679743873234278,0.002984250604573191,,,,,2026,0,0,0,0,2026,0,0,0
"Volpe, Anthony",683011,4.773988087711168,4.773988087711168,4.805990245291401,,-0.03200215758023062,,,,,1121,0,0,0,0,1121,0,0,0
"Suzuki, Seiya",673548,4.746603534317633,4.746603534317633,2.5306284770843335,2.215975057233298,,,,,,1652,0,0,0,0,0,0,0,1652
"Montgomery, Colson",695657,4.678380256187438,4.678380256187438,3.9146289948975905,-0.1085377809627438,0.8722890422525937,,,,,2382,0,0,0,581,1801,0,0,0
"Meidroth, Chase",805367,4.602018512594965,4.602018512594965,2.328550691169135,-0.008225308749668158,2.2816931301754964,,,,,2490,0,0,2397,18,75,0,0,0
"Tatis Jr., Fernando",665487,4.5657270935790235,4.5657270935790235,2.680116067909216,1.644296050580623,0.2413149750891824,,,,,2550,0,0,993,0,0,0,0,1557
"France, Ty",664034,4.546986117708232,4.546986117708232,4.28274555526983,,0.26424056243840266,,,,,1569,0,1551,0,18,0,0,0,0
"García, Adolis",666969,4.526017538506615,4.526017538506615,3.3215814325338946,1.2044361059727233,,,,,,1713,0,0,0,0,0,0,24,1689
"Nuñez, Nasim",683083,4.3813247003175695,4.3813247003175695,1.2457571655259578,0.18905608291364528,2.9465114518779623,,,,,2240,0,0,1991,0,249,0,0,0
"Fermin, Freddy",666023,4.366428137407938,,,,,4.366428137407938,1.3679783375842078,2.004400428962117,0.9940493708616116,1252,1252,0,0,0,0,0,0,0
"Bailey, Patrick",672275,4.335737838578155,,,,,4.335737838578155,3.4978093797365473,1.6335386750647496,-0.7956102162231412,1593,1593,0,0,0,0,0,0,0
"Pagés, Pedro",686780,4.296838507988997,0.056447230739494876,0.056447230739494876,,,4.240391277249502,2.2676900861409104,2.093563937359223,-0.12086274625063151,1214,1202,12,0,0,0,0,0,0
"McKinstry, Zach",656716,4.288072524895204,4.288072524895204,4.7342728427955985,-0.842011122143669,0.39581080424327386,,,,,1755,0,0,716,121,534,0,72,312
"Kiner-Falefa, Isiah",643396,4.217122762576492,4.217122762576492,4.955673690240401,-0.05534290815368258,-0.6832080195102269,,,,,948,0,9,555,138,246,0,0,0
"Carroll, Corbin",682998,4.150770812236072,4.150770812236072,7.71082581958467,-3.560055007348599,,,,,,2397,0,0,0,0,0,0,0,2397
"Ramírez, José",608070,4.105056758719639,4.105056758719639,4.164342218820629,,-0.059285460100987564,,,,,1447,0,0,0,1447,0,0,0,0
"Chisholm Jr., Jazz",665862,4.089193354919661,4.089193354919661,6.180189196966268,0.007529011435921117,-2.098524853482524,,,,,2373,0,0,2373,0,0,0,0,0
"Olson, Matt",621566,4.025294346326953,4.025294346326953,2.9314819987121856,,1.0938123476147679,,,,,2618,0,2615,0,0,0,0,0,3
"Smith, Cam",701358,3.9153646233336437,3.9153646233336437,3.90890025791423,0.0064643654194112,,,,,,2482,0,0,0,0,0,0,6,2476
"Bregman, Alex",608324,3.851074181967773,3.851074181967773,3.0034237762346847,,0.8476504057330885,,,,,2422,0,0,0,2422,0,0,0,0
"Langford, Wyatt",694671,3.8497018147933333,3.8497018147933333,2.1349959869445354,1.7147058278487992,,,,,,1119,0,0,0,0,0,816,303,0
"Machado, Manny",592518,3.6952031050238356,3.6952031050238356,3.7477788729913573,,-0.052575767967522065,,,,,2307,0,0,0,2307,0,0,0,0
"Lile, Daylen",695734,3.664586478897355,3.664586478897355,2.177077810502108,1.4875086683952474,,,,,,2171,0,0,0,0,0,2162,0,9
"DeLuca, Jonny",676356,3.634317897781548,3.634317897781548,3.405919884573993,0.22839801320755396,,,,,,1206,0,0,0,0,0,12,423,771
"Guerrero Jr., Vladimir",665489,3.588921139087281,3.588921139087281,3.6595298787624504,,-0.07060873967517009,,,,,2159,0,2159,0,0,0,0,0,0
"Lopez, Otto",672640,3.4894078636386148,3.4894078636386148,2.277537894594454,0.7557496316043851,0.45612033743977254,,,,,2486,0,0,0,0,2486,0,0,0
"Goldschmidt, Paul",502671,3.403837117451829,3.403837117451829,2.8394283608750017,,0.5644087565768275,,,,,1344,0,1344,0,0,0,0,0,0
"Barrosa, Jorge",678489,3.3910321034102258,3.3910321034102258,4.109175690359873,-0.7181435869496491,,,,,,1014,0,0,0,0,0,204,556,254
"Arenado, Nolan",571448,3.2968944572248073,3.2968944572248073,2.8644685256345657,,0.43242593159024195,,,,,2335,0,0,0,2335,0,0,0,0
"Norby, Connor",681393,3.2627154036453327,3.2627154036453327,3.367929431565587,,-0.105214027920255,,,,,1214,0,1031,0,183,0,0,0,0
"Rumfield, TJ",681198,3.2364204872928366,3.2364204872928366,2.505738092525294,-0.09451358617487549,0.8251959809424176,,,,,2110,0,2110,0,0,0,0,0,0
"Busch, Michael",683737,3.1586967849419505,3.1586967849419505,2.5824391294994222,,0.5762576554425283,,,,,2608,0,2608,0,0,0,0,0,0
"Jensen, Carter",695600,2.942803035433017,,,,,2.942803035433017,2.844846854068777,2.3962798666668608,-2.2983236853026203,1422,1422,0,0,0,0,0,0,0
"Marte, Ketel",606466,2.9257771639261816,2.9257771639261816,2.1356693734090353,0.15606174632320746,0.63404604419394,,,,,2008,0,0,2008,0,0,0,0,0
"Muncy, Max",571970,2.826473168194706,2.826473168194706,2.0137189493178256,,0.8127542188768822,,,,,2202,0,0,0,2202,0,0,0,0
"Durbin, Caleb",702332,2.812597996081585,2.812597996081585,2.450104367837873,,0.36249362824371034,,,,,2323,0,0,0,2323,0,0,0,0
"Varsho, Daulton",662139,2.715302063768705,2.715302063768705,3.5283913079492457,-0.8130892441805404,,,,,,2054,0,0,0,0,0,0,2054,0
"Lowe, Josh",666139,2.6939648773040172,2.6939648773040172,0.5964700059701972,2.0974948713338195,,,,,,1345,0,0,0,0,0,1003,297,45
"Freeman, Freddie",518692,2.656045728723404,2.656045728723404,2.3399355296591384,,0.31611019906426624,,,,,2491,0,2491,0,0,0,0,0,0
"Millas, Drew",686452,2.59234289809744,,,,,2.59234289809744,4.464770192557264,-0.9059626089720274,-0.9664646854877954,1091,1091,0,0,0,0,0,0,0
"Vargas, Ildemaro",545121,2.5659604723033347,2.5659604723033347,1.8146374922871398,,0.7513229800161922,,,,,1915,0,1209,635,21,33,12,0,0
"Marsee, Jakob",805300,2.505646009536264,2.505646009536264,4.061119415659448,-1.555473406123186,,,,,,2388,0,0,0,0,0,0,2388,0
"Schanuel, Nolan",694384,2.489340299860676,2.489340299860676,2.324488899553372,,0.1648514003073042,,,,,2014,0,2014,0,0,0,0,0,0
"Hill, Derek",656537,2.4842700310998924,2.4842700310998924,2.451627815369214,0.03264221573067827,,,,,,1024,0,3,0,0,0,91,399,531
"Alonso, Pete",624413,2.4614757419178654,2.4614757419178654,2.085640133107285,,0.3758356088105811,,,,,2476,0,2476,0,0,0,0,0,0
"Burger, Jake",669394,2.4494846355000837,2.4494846355000837,1.7110201166842365,,0.7384645188158466,,,,,2455,0,2455,0,0,0,0,0,0
"Mateo, Jorge",622761,2.4487219430964386,2.4487219430964386,2.075580954972554,-0.06941504928146874,0.44255603740535293,,,,,909,0,0,9,0,891,3,0,0
"Lindor, Francisco",596019,2.37673042900067,2.37673042900067,1.2998886094261835,0.9742186809062781,0.10262313866820777,,,,,1105,0,0,0,0,1105,0,0,0
"Meyers, Jake",676694,2.338456726472732,2.338456726472732,1.5886562466814822,0.7498004797912492,,,,,,1002,0,0,0,0,0,0,999,0
"Ruiz, Keibert",660688,2.23041423506951,,,,,2.23041423506951,2.676309759338522,-0.35582859981499515,-0.09006692445401693,1551,1551,0,0,0,0,0,0,0
"Friedl, TJ",670770,2.1976051627185678,2.1976051627185678,2.640483754801876,-0.44287859208330893,,,,,,1385,0,0,0,0,0,258,1127,0
"Wells, Austin",669224,2.1812224320357587,,,,,2.1812224320357587,3.7811317554471673,-2.1298679698102556,0.5299586463988478,1680,1680,0,0,0,0,0,0,0
"Waldschmidt, Ryan",814439,2.164950453952109,2.164950453952109,-0.1614152477695259,2.326365701721634,,,,,,940,0,0,0,0,0,179,761,0
"Scott II, Victor",687363,2.138648006234583,2.138648006234583,2.720671145399509,-0.5820231391649264,,,,,,1415,0,0,0,0,0,0,1415,0
"McLain, Matt",680574,2.0631437053300536,2.0631437053300536,1.9286672502939481,-0.1851201475940866,0.31959660263019296,,,,,2022,0,0,1438,0,539,0,45,0
"Lukes, Nathan",664770,1.9819049597846197,1.9819049597846197,0.9403828569774345,1.041522102807185,,,,,,1426,0,0,0,0,0,225,177,1024
"Freeland, Alex",690976,1.9342260989900417,1.9342260989900417,2.328825779084338,-0.01048963645311759,-0.3841100436411794,,,,,1524,0,0,1500,0,24,0,0,0
"Realmuto, J.T.",592663,1.818156277605858,,,,,1.818156277605858,-0.1214900563407279,1.6026453550767181,0.33700097886986496,1863,1863,0,0,0,0,0,0,0
"Martin, Austin",668885,1.7655191856898156,1.7655191856898156,1.1551117936252608,0.6104073920645555,,,,,,1711,0,0,0,0,0,567,141,1003
"Stott, Bryson",681082,1.7194459874532306,1.7194459874532306,3.2220532177602537,0.21301780755636188,-1.715625037863384,,,,,2400,0,0,2400,0,0,0,0,0
"Straw, Myles",664702,1.7137373455088125,1.7137373455088125,2.7240665766203276,-1.0103292311115177,,,,,,1128,0,0,0,0,0,314,420,387
"Martínez, Angel",682657,1.692744088739779,1.692744088739779,0.8603355011101724,0.8324085876296087,,,,,,1525,0,0,0,0,0,903,75,547
"Paredes, Isaac",670623,1.6870524118635517,1.6870524118635517,0.7877749890514856,0.002234049451359192,0.8970433733607063,,,,,2251,0,162,75,2014,0,0,0,0
"Walker, Christian",572233,1.6584481828342872,1.6584481828342872,1.3060046070992575,,0.3524435757350289,,,,,2443,0,2443,0,0,0,0,0,0
"Crews, Dylan",686611,1.655173112711533,1.655173112711533,1.9845574324382802,-0.32938431972674603,,,,,,1259,0,0,0,0,0,153,465,641
"Peraza, Oswald",672724,1.6515292266487824,1.6515292266487824,0.6284977893202439,0.12325989848558724,0.8997715388429512,,,,,1770,0,24,1194,429,123,0,0,0
"Edwards, Xavier",669364,1.62969298931078,1.62969298931078,1.715271062377167,,-0.08557807306638582,,,,,2499,0,0,2499,0,0,0,0,0
"Hernaiz, Darell",687231,1.5558158322870728,1.5558158322870728,1.6372543823539691,0.15319757590284577,-0.23463612596974204,,,,,973,0,0,146,258,563,0,0,6
"McMahon, Ryan",641857,1.548338241853557,1.548338241853557,2.102336821151819,,-0.5539985792982619,,,,,1720,0,0,0,1690,30,0,0,0
"Mitchell, Garrett",669003,1.5427191121009685,1.5427191121009685,2.8458374763204275,-1.303118364219459,,,,,,2046,0,0,0,0,0,0,2046,0
"Keith, Colt",690993,1.5409979733659613,1.5409979733659613,0.8098359406098474,,0.7311620327561141,,,,,1118,0,147,0,971,0,0,0,0
"Tovar, Ezequiel",678662,1.500961781235878,1.500961781235878,0.16543459619377904,0.07063912644907298,1.2648880585930249,,,,,2329,0,0,0,0,2329,0,0,0
"Happ, Ian",664023,1.4905401998997139,1.4905401998997139,-1.1228102818952967,2.6133504817950097,,,,,,2422,0,0,0,0,0,2422,0,0
"Karros, Kyle",691720,1.477789203334605,1.477789203334605,1.0533940928910301,,0.4243951104435754,,,,,2235,0,0,0,2235,0,0,0,0
"Torres, Gleyber",650402,1.4715682201337146,1.4715682201337146,0.09744397385309667,,1.3741242462806174,,,,,914,0,0,914,0,0,0,0,0
"Outman, James",681546,1.462218441332012,1.462218441332012,0.7775658640503773,0.6846525772816343,,,,,,1168,0,0,0,0,0,192,934,42
"McGonigle, Kevin",805808,1.4463486387721716,1.4463486387721716,-0.9538926240017119,-0.03370257901079185,2.433943841784674,,,,,2509,0,0,0,1155,1354,0,0,0
"Romo, Drew",691011,1.4192402363828198,,,,,1.4192402363828198,0.8351341672352111,0.6937902051727649,-0.10968413602515342,929,926,3,0,0,0,0,0,0
"Isbel, Kyle",664728,1.4176147768941267,1.4176147768941267,3.215058565830549,-1.7974437889364243,,,,,,1339,0,0,0,0,0,0,1339,0
"Chourio, Jackson",694192,1.3871014234660712,1.3871014234660712,1.680154580229019,-0.2930531567629474,,,,,,1699,0,0,0,0,0,1499,197,3
"Hayes, Ke'Bryan",663647,1.3519093729461242,1.3519093729461242,0.18416649702994567,,1.1677428759161783,,,,,1090,0,0,0,1090,0,0,0,0
"Sanoja, Javier",691594,1.3384912596711414,1.3384912596711414,1.2353429723441691,-0.24737150515504203,0.35051979248201365,,,,,1782,0,0,72,1284,157,153,33,74
"Vivas, Jorbit",678391,1.3028954990988804,1.3028954990988804,1.2576361807789462,,0.0452593183199343,,,,,1299,0,0,567,724,0,0,0,0
"Bolte, Henry",703607,1.2686022479874528,1.2686022479874528,-0.9931538190561828,2.261756067043636,,,,,,1378,0,0,0,0,0,0,1378,0
"Young, Jared",676724,1.2507496314285422,1.2507496314285422,0.5249815839890511,0.7299563214864095,-0.004188274046918225,,,,,921,0,852,0,0,0,66,0,3
"Vierling, Matt",663837,1.232339921313301,1.232339921313301,2.073560091413008,-0.8412201700997062,,,,,,1706,0,0,0,3,0,141,1294,268
"García Jr., Luis",671277,1.2061178257360134,1.2061178257360134,-0.11348804250730665,,1.3196058682433198,,,,,1716,0,1716,0,0,0,0,0,0
"Mangum, Jake",663968,1.1486567753649086,1.1486567753649086,0.5102795359037993,0.6383772394611066,,,,,,1630,0,0,0,0,0,540,847,243
"Buxton, Byron",621439,1.1371499458241565,1.1371499458241565,2.3870840086802017,-1.249934062856045,,,,,,1410,0,0,0,0,0,0,1410,0
"Benge, Carson",701807,1.0142779925287293,1.0142779925287293,0.03721434000963916,0.9770636525190896,,,,,,2457,0,0,0,0,0,324,243,1890
"Schmitt, Casey",669477,0.8923842871948122,0.8923842871948122,0.6534204739262778,-0.20207731904335507,0.44104113231189096,,,,,1762,0,341,153,468,105,695,0,0
"Church, Nathan",701675,0.871338685026338,0.871338685026338,1.7981645009575655,-0.9268258159312267,,,,,,1856,0,0,0,0,0,759,1028,69
"Kreidler, Ryan",668952,0.7837948692604213,0.7837948692604213,-0.5657896876629058,0.32591171562422677,1.0236728412991003,,,,,1084,0,0,0,108,580,30,366,0
"Clemens, Kody",665019,0.7810535266228678,0.7810535266228678,2.1055659048198514,-1.0641204192026166,-0.2603919589943676,,,,,2149,0,1048,525,0,0,135,123,318
"Davis, Henry",680779,0.7435970605966775,,,,,0.7435970605966775,-0.17914843900116026,1.5448486332398843,-0.6221031336420482,1465,1465,0,0,0,0,0,0,0
"Gorman, Nolan",669357,0.7041467123848215,0.7041467123848215,0.8792945202279553,,-0.1751478078431338,,,,,1084,0,0,0,1084,0,0,0,0
"Ewing, A.J.",805999,0.5714318998155647,0.5714318998155647,1.350579549393669,-0.7791476495781041,,,,,,1499,0,0,30,0,0,0,1445,24
"Henderson, Gunnar",683002,0.5677255340469227,0.5677255340469227,0.8461659709495004,0.1373866389472475,-0.4158270758498247,,,,,2471,0,0,0,0,2471,0,0,0
"Gelof, Zack",680869,0.4984184896062868,0.4984184896062868,0.00029102602076415234,-0.2183051624165378,0.7164326260020617,,,,,1570,0,0,230,977,0,58,248,57
"Rojas, Miguel",500743,0.47919401367057557,0.47919401367057557,1.8005220528481582,-0.01511187090695032,-1.3062161682706324,,,,,1027,0,33,511,69,402,0,0,0
"Hedges, Austin",595978,0.4179886791669165,,,,,0.4179886791669165,2.2974678810891875,-1.951219977200277,0.07174077527800633,1095,1091,0,0,0,0,0,0,0
"Vázquez, Christian",543877,0.3862725694192364,,,,,0.3862725694192364,3.1366688809319103,-1.4686033107259748,-1.2817930007866987,1383,1383,0,0,0,0,0,0,0
"Raleigh, Cal",663728,0.37377484455250737,,,,,0.37377484455250737,-1.0266051895399146,-0.8346332429832254,2.23501327707565,1376,1376,0,0,0,0,0,0,0
"Kim, Hyeseong",808975,0.37155042128458415,0.37155042128458415,-0.4028597215221893,0.24364866629698528,0.5307614765097884,,,,,951,0,0,324,0,606,21,0,0
"Vargas, Miguel",678246,0.31038719163496853,0.31038719163496853,-0.76026245924614,0.07589691696062098,0.9947527339204864,,,,,2418,0,470,0,1948,0,0,0,0
"Naylor, Josh",647304,0.28763302795859125,0.28763302795859125,-0.9242678203918648,,1.2119008483504565,,,,,2479,0,2479,0,0,0,0,0,0
"Devers, Rafael",646240,0.278041238182778,0.278041238182778,-0.3687753792439904,,0.6468166174267682,,,,,1883,0,1883,0,0,0,0,0,0
"Feduccia, Hunter",676439,0.18205140797212882,,,,,0.18205140797212882,2.8649225584892455,-1.7015374112020751,-0.9813337393150422,1081,1081,0,0,0,0,0,0,0
"Gilbert, Drew",687551,0.17903773275036577,0.17903773275036577,0.5587235320469481,-0.3796857992965829,,,,,,1580,0,0,0,0,0,146,1323,111
"Aranda, Jonathan",666018,0.13224978461345593,0.13224978461345593,-0.4364048062251522,,0.5686545908386083,,,,,2421,0,2421,0,0,0,0,0,0
"Sosa, Edmundo",624641,0.11943845026481109,0.11943845026481109,1.2663168710014583,-0.9012506959768946,-0.24562772475975328,,,,,1060,0,0,259,267,195,339,0,0
"Amaya, Miguel",665804,0.05136202745736694,,,,,0.05136202745736694,0.1728079886364384,0.606829518067243,-0.7282754792463153,1042,1036,6,0,0,0,0,0,0
"Contreras, Willson",575929,-0.008728504670035497,-0.008728504670035497,-0.35965644862816815,,0.3509279439581321,,,,,2278,0,2278,0,0,0,0,0,0
"Burleson, Alec",676475,-0.0152916690570509,-0.0152916690570509,-0.9749350998268845,,0.9596434307698334,,,,,2476,0,2476,0,0,0,0,0,0
"Seager, Corey",608369,-0.04096762412042823,-0.04096762412042823,0.6526298075481203,,-0.6935974316685479,,,,,1319,0,0,0,0,1319,0,0,0
"Triolo, Jared",669707,-0.06354624747689014,-0.06354624747689014,-0.6938926221321412,-0.10150431132304061,0.7318506859782905,,,,,1524,0,69,0,312,1077,0,0,66
"Laureano, Ramón",657656,-0.09748925433832417,-0.09748925433832417,-0.22105338302414557,0.1235641286858225,,,,,,1254,0,0,0,0,0,1125,0,129
"Bichette, Bo",666182,-0.11742018597009327,-0.11742018597009327,0.29244981379039847,0.08230044118124787,-0.49217044094173906,,,,,2546,0,0,3,1369,1174,0,0,0
"Caratini, Victor",605170,-0.15202728578170116,0.06304670289699221,0.06304670289699221,,,-0.21507398867869332,3.1267482108682607,-3.8016931503873854,0.45987095084043234,1660,1369,291,0,0,0,0,0,0
"Murakami, Munetaka",808959,-0.1680819519300506,-0.1680819519300506,-0.56873444376033,,0.4006524918302795,,,,,1491,0,1491,0,0,0,0,0,0
"Hicks, Liam",689414,-0.1787758822091493,0.9318537042477631,1.1667041944840904,,-0.2348504902363273,-1.1106295864569127,-1.4206497932180744,0.33887644033745357,-0.028856233576292595,1288,789,499,0,0,0,0,0,0
"Fortes, Nick",663743,-0.20045917088683962,,,,,-0.20045917088683962,-0.5595129626811964,0.3827375191469063,-0.023683727352547344,1559,1559,0,0,0,0,0,0,0
"Rodríguez, Julio",677594,-0.3194440705646575,-0.3194440705646575,-0.9249449869906047,0.6055009164259474,,,,,,2259,0,0,0,0,0,0,2259,0
"Young, Cole",702284,-0.33228691538210026,-0.33228691538210026,-0.7371901014368699,0.4913982252049767,-0.08649503915020798,,,,,2677,0,0,2596,0,81,0,0,0
"Stowers, Kyle",669065,-0.4881409883069137,-0.4881409883069137,0.13816656372573627,-0.10378332093528166,-0.5225242310973679,,,,,1713,0,699,0,0,0,708,0,306
"Hernández, Heriberto",681715,-0.4954752930781935,-0.4954752930781935,0.79153875165998,-1.2870140447381746,,,,,,1331,0,0,0,0,0,1250,0,81
"Okamoto, Kazuma",672960,-0.542682866674856,-0.542682866674856,0.1433045715584941,,-0.6859874382333502,,,,,2520,0,30,0,2490,0,0,0,0
"Castro, Willi",650489,-0.580904812602864,-0.580904812602864,-1.67348298964892,0.37964437489325964,0.712933802152794,,,,,2023,0,138,1044,418,342,75,6,0
"Smith, Will",669257,-0.5855298159791037,,,,,-0.5855298159791037,-0.8406069368631679,-0.49572124649654403,0.7507983673806085,1179,1179,0,0,0,0,0,0,0
"Pasquantino, Vinnie",686469,-0.6611736239660274,-0.6611736239660274,-0.5430099312348292,,-0.11816369273119816,,,,,1848,0,1848,0,0,0,0,0,0
"Vaughn, Andrew",683734,-0.6774658211050614,-0.6774658211050614,-0.6459979688567542,,-0.03146785224830681,,,,,939,0,912,0,27,0,0,0,0
"Stewart, Sal",701398,-0.7270005045224068,-0.7270005045224068,-0.6633812663403232,,-0.06361923818208393,,,,,2386,0,1391,114,881,0,0,0,0
