"player_id","player_name","team_name","start_year","end_year","pitches","catcher_blocking_runs","blocks_above_average","n_pbwp","x_pbwp","blocks_above_average_per_game","freq_pbwp_easy","freq_pbwp_medium","freq_pbwp_tough","diff_pbwp_easy","diff_pbwp_medium","diff_pbwp_tough"
663886,"Stephenson, Tyler","CIN",2026,,3256,3,11,18,29.06380085634578,0.13591892943913755,0.9542383292383291,0.03654791154791156,0.00921375921375922,7.6315604967147905,4.196213835416334,-0.763973475785335
672386,"Kirk, Alejandro","TOR",2026,,1186,2,9,5,14.15669311506796,0.30882607470718215,0.9359190556492415,0.04553119730185496,0.018549747048903886,2.0463389574277695,4.8369174573784575,2.273436700261726
663728,"Raleigh, Cal","SEA",2026,,1737,2,9,8,16.940053108302607,0.2058734164260817,0.9493379389752451,0.041450777202072527,0.009211283822682801,3.567451009033511,5.588993938269568,-0.21639183900048037
693307,"Dingler, Dillon","DET",2026,,2678,2,9,14,23.316297673226234,0.13915306457395385,0.9499626587005225,0.040702016430171746,0.009335324869305455,5.354468542269552,1.3767346803106193,2.5850944506460483
665966,"Narváez, Carlos","BOS",2026,,2097,2,6,11,17.181427444601287,0.11790991787508437,0.9604196471149261,0.03099666189794944,0.008583690987124463,0.39351268783131443,3.926190324310396,1.8617244324595787
643376,"Jansen, Danny","TEX",2026,,1440,1,5,10,14.569567448601136,0.1269324291278092,0.9458333333333342,0.04097222222222222,0.013194444444444446,3.815971437842032,-0.18940140579919823,0.9429974165582999
641555,"Escarra, J.C.","NYY",2026,,1004,1,4,6,9.641431868789681,0.1450769668840511,0.9631474103585655,0.025896414342629487,0.010956175298804782,-0.09758702248374476,2.4046016203107947,1.3344172709626307
665561,"Marchán, Rafael","PHI",2026,,1162,1,4,3,6.928390232892626,0.13522857944552924,0.9698795180722889,0.028399311531841668,0.0017211703958691898,3.8042374105860586,-0.1930559622704588,0.3172087845770235
623168,"Heineman, Tyler","LAA",2026,,1281,1,4,6,9.709832178173215,0.11584175419744631,0.9640905542544883,0.026541764246682278,0.009367681498829047,-0.778449331608878,2.9317528642406194,1.5565286455414773
666023,"Fermin, Freddy","SD",2026,,1841,1,4,9,12.976197483446438,0.08639212348607157,0.9608908202064097,0.034220532319391664,0.004888647474198808,3.52448782983804,1.6784096876813113,-1.2267000340729073
